sp;eng
Disculpa pero no puedes llevarte las fotocopias de Dragon Ball sin pagar;Excuse me but you can't take Dragon Ball photocopies without paying
Nada. Llevo la hoja del horario del instituto que me has impreso;Nothing. I have the school schechule sheet that you have printed for me
Si no tienes dinero te agradecer¡a que me las devolvieras;If you don't have any money, I prefer for returning it to me!
Ah si perdona. No me acordaba;Oh, excuse me. I didn't remember
Unas bonitas carpetas para meter folios;Nice folders to put sheets in
Y de muy alta calidad y acabados;And very high quality and finishes
Puedes llevarte una gratis para probarla y asegurarte de su calidad;You can get one for free to try it out and make sure it's quality
El dependiente ha dicho que solo me puedo llevar una gratis;The clerk said I can only take one for free
Tenemos tanta confianza en nuestras carpetas que puedes llevarte una gratis para probarla;We're so confident in our folders that you can take one for free to try it out
Siempre me han encantado las papeler¡as y las cosas que venden en ellas;I've always loved stationery and the things they sell on it
Pero no me interesa nada de lo que tienen aqu¡;But I'm not interested in anything you have here!
Todo nuestro material es de primera y a unos precios incre¡bles;All our material is top notch and at incredible prices
Son unas fotocopias con dibujos de la serie Dragon Ball;These are photocopies with drawings from the Dragon Ball series
Todo chaval del instituto sabe que lo mas mol¢n es tener estas fotocopias;Every kid in high school knows that the cool thing is to have these photocopies
Por 25 pesetas puedes llevarte la que mas te guste;For one dime, you can take the one you like the most
He sustituido las hojas de la impresora por una fotocopia de Dragon Ball;I replaced the printer sheet with a photocopy of Dragon Ball
Es el papel que hay cargado en la impresora;It's the paper that is loaded in the printer
Un A4 est ndar...;A regular A4...
Es el cartucho de tinta de la impresora;It is the ink cartridge of the printer
Parece lleno;Looks full
Parece vac¡o;Looks empty
Es la impresora de la papeler¡a;It's the stationery's printer
Mejor me la guardo;I better keep it
Ya hay un cartucho en la impresora;There is already a cartridge in the printer
Ya hay un cartucho en la impresora;There is already a cartridge in the printer
La impresora ha impreso el horario del instituto por las 2 caras;The printer has printed the high school schedule on both sides
La impresora ha impreso el horario del instituto encima de la fotocopia de Dragon Ball;The printer has printed the high school schedule on top of the Dragon Ball photocopy
Como el cartucho no tenia tinta, la impresora ha sacado la fotocopia de Dragon Ball sin ning£n da¤o;As the cartridge had no ink, the printer took out the photocopy of Dragon Ball without any damage
Como el cartucho no tenia tinta, la impresora ha sacado el folio sin imprimir nada;As the cartridge had no ink, the printer took out the sheet without printing anything
Es el rat¢n del ordenador de la papeler¡a;It's the mouse of the stationery computer
Es el monitor del ordenador de la papeler¡a;It's the monitor of the stationery computer
Es el servicial dependiente de la papeler¡a;It's the helpful stationery dependent
­Hola! ¨En que te puedo ayudar?;Hi! How can I help you?
Graaaacias;Thaaaaank youuuuu
Deber¡a guardarme todo el dinero que pueda para comprar la entrada;I must keep as much money as I can to buy the ticket
Oh...Gracias, pero no sabr¡a que hacer con esto;Oh...thank you, but I don't know what to do with this
Muy amable, pero no lo necesito;Very kind, but I don't need it
No gracias, no utilizamos ese tipo de art¡culos;No thanks, we don't use those kinds of items
Ummm, no estoy interesado;Ummm, I am not interested
Te puede hacer mas falta que a mi;You may need it more than me
­Hola! Bienvenido a nuestra papeler¡a;Hi! Welcome to our stationery
­Hola! Bienvenido de nuevo;Hi! Welcome back
Mira todo lo que necesites y pregunta lo que quieras;See what you need and ask what you want
Estamos aqu¡ para ayudar;I'm Here to help
